ticker,volume,open,close,high,low,window_start,transactions
JPM,11178,225.28,225.35,225.3897,225.28,1730472300000000000,209
JPM,15588,225.37,225.04,225.42,225.02,1730472360000000000,362
JPM,12890,225.04,225.0486,225.08,224.91,1730472420000000000,319
JPM,20281,225.07,225.135,225.1458,225,1730472480000000000,285
JPM,8883,225.12,225.27,225.27,225.07,1730472540000000000,188
JPM,19830,225.27,224.91,225.29,224.8,1730472600000000000,303
JPM,12686,224.91,225.05,225.0724,224.8799,1730472660000000000,205
JPM,16223,225.02,224.84,225.02,224.82,1730472720000000000,253
JPM,11789,224.81,224.83,224.86,224.72,1730472780000000000,285
JPM,15044,224.83,224.895,224.93,224.8247,1730472840000000000,231
JPM,8212,224.9,224.99,224.99,224.82,1730472900000000000,196
JPM,9762,225,225.08,225.08,224.99,1730472960000000000,183
JPM,44347,225.09,225.17,225.17,225.01,1730473020000000000,248
JPM,11542,225.18,225.3,225.315,225.16,1730473080000000000,226
JPM,16020,225.3,225.37,225.37,225.23,1730473140000000000,234
JPM,14275,225.37,225.4,225.4,225.31,1730473200000000000,291
JPM,10156,225.385,225.4,225.43,225.36,1730473260000000000,252
JPM,20501,225.38,225.4599,225.4599,225.32,1730473320000000000,333
JPM,24180,225.46,225.58,225.615,225.46,1730473380000000000,336
JPM,24257,225.59,225.63,225.68,225.55,1730473440000000000,404
JPM,14435,225.62,225.595,225.65,225.54,1730473500000000000,205
JPM,19456,225.595,225.59,225.62,225.5251,1730473560000000000,281
JPM,8877,225.59,225.66,225.66,225.578,1730473620000000000,209
JPM,11173,225.665,225.65,225.675,225.57,1730473680000000000,238
JPM,10894,225.645,225.5,225.67,225.49,1730473740000000000,214
JPM,13366,225.52,225.65,225.67,225.52,1730473800000000000,312
JPM,13527,225.65,225.6299,225.655,225.58,1730473860000000000,247
JPM,36625,225.63,225.704,225.725,225.62,1730473920000000000,368
JPM,15566,225.715,225.49,225.72,225.44,1730473980000000000,272
JPM,27802,225.49,225.69,225.72,225.45,1730474040000000000,435
JPM,14561,225.69,225.73,225.73,225.655,1730474100000000000,249
JPM,9276,225.73,225.73,225.75,225.65,1730474160000000000,164
JPM,21548,225.73,225.7366,225.75,225.68,1730474220000000000,309
JPM,18258,225.745,225.7099,225.745,225.66,1730474280000000000,216
JPM,20901,225.695,225.8199,225.8199,225.68,1730474340000000000,309
JPM,17885,225.795,225.89,225.89,225.77,1730474400000000000,290
JPM,16694,225.89,225.74,225.89,225.66,1730474460000000000,294
JPM,6170,225.74,225.8075,225.8075,225.73,1730474520000000000,146
JPM,13865,225.8,225.775,225.83,225.715,1730474580000000000,214
JPM,13363,225.76,225.865,225.885,225.76,1730474640000000000,229
JPM,11181,225.86,225.82,225.89,225.82,1730474700000000000,233
JPM,13833,225.8,225.84,225.92,225.8,1730474760000000000,274
JPM,20593,225.86,226.0256,226.03,225.855,1730474820000000000,395
JPM,9910,226.04,226.055,226.1,226.0201,1730474880000000000,237
JPM,16794,226.065,226.11,226.12,225.98,1730474940000000000,325
JPM,10199,226.1,226.085,226.15,226.04,1730475000000000000,214
JPM,7610,226.08,225.91,226.08,225.91,1730475060000000000,180
JPM,12152,225.9,225.67,225.965,225.655,1730475120000000000,266
JPM,8674,225.62,225.675,225.69,225.62,1730475180000000000,203
JPM,7733,225.675,225.8585,225.87,225.675,1730475240000000000,239
JPM,8804,225.84,225.76,225.84,225.65,1730475300000000000,210
JPM,6173,225.73,225.77,225.81,225.695,1730475360000000000,177
JPM,6999,225.81,225.85,225.925,225.81,1730475420000000000,158
JPM,7380,225.835,225.74,225.86,225.68,1730475480000000000,182
JPM,7304,225.72,225.61,225.72,225.61,1730475540000000000,182
JPM,6242,225.56,225.56,225.57,225.51,1730475600000000000,195
JPM,10831,225.57,225.57,225.6,225.4106,1730475660000000000,267
JPM,6323,225.540237,225.53,225.58,225.53,1730475720000000000,124
JPM,12541,225.54,225.375,225.54,225.32,1730475780000000000,299
JPM,8689,225.38,225.3299,225.41,225.29,1730475840000000000,173
JPM,4639,225.29,225.26,225.29,225.25,1730475900000000000,146
JPM,9105,225.27,225.19,225.355,225.19,1730475960000000000,202
JPM,8103,225.199,225.24,225.24,225.17,1730476020000000000,194
JPM,9459,225.23,225.225,225.27,225.19,1730476080000000000,212
JPM,7232,225.207053,225.095,225.207053,225.0768,1730476140000000000,203
JPM,11701,225.1,225.13,225.13,225.06,1730476200000000000,254
JPM,16310,225.13,224.845,225.13,224.845,1730476260000000000,279
JPM,14830,224.8585,224.92,224.9534,224.78,1730476320000000000,287
JPM,36297,224.92,224.96,224.96,224.82,1730476380000000000,360
JPM,9941,224.97,224.97,224.98,224.93,1730476440000000000,153
JPM,7551,224.975,224.87,224.99,224.84,1730476500000000000,140
JPM,16543,224.87,224.818,224.875,224.71,1730476560000000000,242
JPM,6561,224.835,224.92,224.92,224.8,1730476620000000000,157
JPM,6547,224.9,224.88,224.9369,224.88,1730476680000000000,172
JPM,6021,224.895,224.83,224.93,224.78,1730476740000000000,165
JPM,2371,224.85,224.87,224.87,224.84,1730476800000000000,119
JPM,10677,224.86,225.035,225.05,224.86,1730476860000000000,210
JPM,7081,225.0635,225,225.1,225,1730476920000000000,123
JPM,5607,225.01,225.035,225.035,224.93,1730476980000000000,153
JPM,8602,225.0112,225.085,225.09,225,1730477040000000000,179
JPM,5697,225.07,225,225.075,225,1730477100000000000,148
JPM,2683,225.0689,225.041,225.0689,225.04,1730477160000000000,124
JPM,7018,225.07,225.07,225.125,225.065,1730477220000000000,164
JPM,3102,225.11,225.11,225.12,225.07,1730477280000000000,108
